Identifier,Relevance,FullStatement,URI
02900bf6-bc4c-11e8-b242-0242ac120003,84,Represent a fraction as a multiple of a unit fraction and a whole number using an equation,http://frameworks.act.org/uri/02900bf6-bc4c-11e8-b242-0242ac120003
02511090-bc4c-11e8-8ba9-0242ac120003,84,Generate examples of linear equations and inequalities in one variable with one solution,http://frameworks.act.org/uri/02511090-bc4c-11e8-8ba9-0242ac120003
0182d4a0-bc4c-11e8-8cf5-0242ac120003,84,"(MISCONCEPTION) May think of the origin as 0 and not as the coordinate point (0,0)",http://frameworks.act.org/uri/0182d4a0-bc4c-11e8-8cf5-0242ac120003
017e8332-bc4c-11e8-868c-0242ac120003,84,"Using trial and error, substitute composite shapes for other shapes to create new shapes",http://frameworks.act.org/uri/017e8332-bc4c-11e8-868c-0242ac120003
027e40ec-bc4c-11e8-927f-0242ac120003,83,"Find the rate of change and initial values from a table, graph, or verbal description",http://frameworks.act.org/uri/027e40ec-bc4c-11e8-927f-0242ac120003
01b7a5ae-bc4c-11e8-ad0f-0242ac120003,83,(MISCONCEPTION) Students mix up the function of the hour and minute hands or displays,http://frameworks.act.org/uri/01b7a5ae-bc4c-11e8-ad0f-0242ac120003
017d8b76-bc4c-11e8-a372-0242ac120003,83,"Compose pictures with anticipation, flipping and rotating 2-D shapes when necessary",http://frameworks.act.org/uri/017d8b76-bc4c-11e8-a372-0242ac120003
021b5b9e-bc4c-11e8-8af5-0242ac120003,83,Interpret verbal expressions of three-digit numerals as composed of tens and ones,http://frameworks.act.org/uri/021b5b9e-bc4c-11e8-8af5-0242ac120003
022ac278-bc4c-11e8-9fa7-0242ac120003,83,Subtract mixed numbers and improper fractions with unlike denominators requiring regrouping,http://frameworks.act.org/uri/022ac278-bc4c-11e8-9fa7-0242ac120003
012ba04a-bc4c-11e8-bae2-0242ac120003,83,"Understand that turning, flipping, and rotating a solid figure does not change its packing volume",http://frameworks.act.org/uri/012ba04a-bc4c-11e8-bae2-0242ac120003
0262ffee-bc4c-11e8-8b25-0242ac120003,83,Calculate elapsed time with whole hours and convert between whole hours and minutes,http://frameworks.act.org/uri/0262ffee-bc4c-11e8-8b25-0242ac120003
01367f56-bc4c-11e8-abde-0242ac120003,83,Identify and name the solid figure represented by a net made up of rectangles and triangles,http://frameworks.act.org/uri/01367f56-bc4c-11e8-abde-0242ac120003
026679e4-bc4c-11e8-8f7e-0242ac120003,83,"Understanding combinations of numbers, symbols, and operations used to represent quantities",http://frameworks.act.org/uri/026679e4-bc4c-11e8-8f7e-0242ac120003
01fa86da-bc4c-11e8-8339-0242ac120003,83,Understand the role of the base and the exponent in an expressions called a power,http://frameworks.act.org/uri/01fa86da-bc4c-11e8-8339-0242ac120003
025c471c-bc4c-11e8-86a4-0242ac120003,83,Distinguish between situations that can be modeled with adding and those with multiplying,http://frameworks.act.org/uri/025c471c-bc4c-11e8-86a4-0242ac120003
02a3792a-bc4c-11e8-b58c-0242ac120003,83,Set up and solve multistep problems with multidigit decimals using the 4 operations,http://frameworks.act.org/uri/02a3792a-bc4c-11e8-b58c-0242ac120003
014dc7b0-bc4c-11e8-869e-0242ac120003,83,Understand that right angles in a plane figure are marked with a square in the vertex,http://frameworks.act.org/uri/014dc7b0-bc4c-11e8-869e-0242ac120003
02dabab6-bc4c-11e8-9040-0242ac120003,83,"Representing and analyzing the relationship between 2 variables (e.g., height and weight)",http://frameworks.act.org/uri/02dabab6-bc4c-11e8-9040-0242ac120003
023dccd8-bc4c-11e8-add3-0242ac120003,83,Take from with unknown change and take apart with one unknown addend problems within 20,http://frameworks.act.org/uri/023dccd8-bc4c-11e8-add3-0242ac120003
01c81dda-bc4c-11e8-a8e9-0242ac120003,83,Understand that each successive number name refers to a quantity that is one more,http://frameworks.act.org/uri/01c81dda-bc4c-11e8-a8e9-0242ac120003
012c61f6-bc4c-11e8-8a1b-0242ac120003,83,Understand and apply principles of transitivity and composition to compare packing volume,http://frameworks.act.org/uri/012c61f6-bc4c-11e8-8a1b-0242ac120003
01363e24-bc4c-11e8-a7dd-0242ac120003,83,"Understand that turning, flipping, and rotating a solid figure does not change its surface area",http://frameworks.act.org/uri/01363e24-bc4c-11e8-a7dd-0242ac120003
0127202e-bc4c-11e8-8e58-0242ac120003,83,Understand that when comparing mass the units used to measure must be the same size,http://frameworks.act.org/uri/0127202e-bc4c-11e8-8e58-0242ac120003
01e010c0-bc4c-11e8-bb5f-0242ac120003,83,Understand that the thousandths place is three places to the right of the decimal point,http://frameworks.act.org/uri/01e010c0-bc4c-11e8-bb5f-0242ac120003
01ab6aaa-bc4c-11e8-8920-0242ac120003,83,Construct congruent angles and segments as well as parallel and perpendicular lines,http://frameworks.act.org/uri/01ab6aaa-bc4c-11e8-8920-0242ac120003
011b3d4a-bc4c-11e8-8afd-0242ac120003,83,"Understanding what happens when a cone is sliced in a number of ways, yielding conic sections",http://frameworks.act.org/uri/011b3d4a-bc4c-11e8-8afd-0242ac120003
0242254e-bc4c-11e8-a311-0242ac120003,83,"Understand that when adding whole numbers, the result is greater than the original amount",http://frameworks.act.org/uri/0242254e-bc4c-11e8-a311-0242ac120003
01acbe28-bc4c-11e8-ad48-0242ac120003,83,"Understanding development, application, and proof of the Pythagorean Theorem to right triangles",http://frameworks.act.org/uri/01acbe28-bc4c-11e8-ad48-0242ac120003
01243508-bc4c-11e8-b941-0242ac120003,83,Understand and apply principles of transitivity and composition to compare filling volume,http://frameworks.act.org/uri/01243508-bc4c-11e8-b941-0242ac120003
0265d7b4-bc4c-11e8-8573-0242ac120003,82,Calculate elapsed time that spans 12:00 and solve word problems about time intervals,http://frameworks.act.org/uri/0265d7b4-bc4c-11e8-8573-0242ac120003
02655da2-bc4c-11e8-8522-0242ac120003,82,Calculate elapsed time with 1-minute intervals and intervals less than 1 hour long,http://frameworks.act.org/uri/02655da2-bc4c-11e8-8522-0242ac120003
02f66036-bc4c-11e8-81b5-0242ac120003,82,Create a random variable for a quantity of interest using a value for each event,http://frameworks.act.org/uri/02f66036-bc4c-11e8-81b5-0242ac120003
02169960-bc4c-11e8-a11a-0242ac120003,82,Interpret verbal expressions of two-digit numerals as a decade quantity and a ones,http://frameworks.act.org/uri/02169960-bc4c-11e8-a11a-0242ac120003
0193af82-bc4c-11e8-81ee-0242ac120003,82,Understand and apply formulas to solve problems about perimeter of rectilinear figures,http://frameworks.act.org/uri/0193af82-bc4c-11e8-81ee-0242ac120003
01ddff9c-bc4c-11e8-924f-0242ac120003,82,"Represent decimals to hundredths with visual models, fractions, and decimal notation",http://frameworks.act.org/uri/01ddff9c-bc4c-11e8-924f-0242ac120003
01231772-bc4c-11e8-abfc-0242ac120003,82,Describe the relationship between fluid units and the filling volume of the quantity,http://frameworks.act.org/uri/01231772-bc4c-11e8-abfc-0242ac120003
029b830a-bc4c-11e8-b6ee-0242ac120003,82,Understand that a prime number is a counting number that has only the factors 1 and itself,http://frameworks.act.org/uri/029b830a-bc4c-11e8-b6ee-0242ac120003
020daa94-bc4c-11e8-b60f-0242ac120003,82,"Read and write the numerals, number names, and expanded forms for numbers 0-1000",http://frameworks.act.org/uri/020daa94-bc4c-11e8-b60f-0242ac120003
021919c4-bc4c-11e8-8d2b-0242ac120003,82,"Understand that the number 100 is a group of ten tens, and is called a ""hundred""",http://frameworks.act.org/uri/021919c4-bc4c-11e8-8d2b-0242ac120003
01d71a24-bc4c-11e8-ba80-0242ac120003,82,Recognizing and expressing the verbal names and numeric representations of decimal numbers,http://frameworks.act.org/uri/01d71a24-bc4c-11e8-ba80-0242ac120003
0200615e-bc4c-11e8-8fef-0242ac120003,82,Understand that negative integers are located to the left of zero on a number line,http://frameworks.act.org/uri/0200615e-bc4c-11e8-8fef-0242ac120003
0259be70-bc4c-11e8-bff3-0242ac120003,82,Solve problems involving simple exponential functions such as growth and decay,http://frameworks.act.org/uri/0259be70-bc4c-11e8-bff3-0242ac120003
02eeb156-bc4c-11e8-a7e5-0242ac120003,82,"Explain why there may be differences in shape, center, and spread in data sets",http://frameworks.act.org/uri/02eeb156-bc4c-11e8-a7e5-0242ac120003
02fd1318-bc4c-11e8-a82a-0242ac120003,82,"Solve probability problems involving union, intersections, and complements of events",http://frameworks.act.org/uri/02fd1318-bc4c-11e8-a82a-0242ac120003
02216304-bc4c-11e8-a2b1-0242ac120003,82,Understand that rounding a number can make it easier to use that number for math processes,http://frameworks.act.org/uri/02216304-bc4c-11e8-a2b1-0242ac120003
01defc80-bc4c-11e8-ac94-0242ac120003,82,Understand that the hundredths place is two places to the right of the decimal point,http://frameworks.act.org/uri/01defc80-bc4c-11e8-ac94-0242ac120003
017edac6-bc4c-11e8-a67e-0242ac120003,81,Intentionally create and reproduce units of units (shapes made from other shapes),http://frameworks.act.org/uri/017edac6-bc4c-11e8-a67e-0242ac120003
01df3d12-bc4c-11e8-99bb-0242ac120003,81,"Represent decimals to thousandths with visual models, fractions, and decimal notation",http://frameworks.act.org/uri/01df3d12-bc4c-11e8-99bb-0242ac120003
0188d95e-bc4c-11e8-abd6-0242ac120003,81,Understand and apply principles of length transitivity and composition to compare lengths,http://frameworks.act.org/uri/0188d95e-bc4c-11e8-abd6-0242ac120003
0172275e-bc4c-11e8-b35b-0242ac120003,81,"Recognize and create pairs of adjacent, supplementary, complementary, and vertical angles",http://frameworks.act.org/uri/0172275e-bc4c-11e8-b35b-0242ac120003
0181d582-bc4c-11e8-86f0-0242ac120003,81,Evaluate the accuracy of a graphed point with decimal x- and/or y-coordinates,http://frameworks.act.org/uri/0181d582-bc4c-11e8-86f0-0242ac120003
017bc17e-bc4c-11e8-ae71-0242ac120003,81,"Using hand tools and/or software, construct an equilateral triangle inscribed in a circle",http://frameworks.act.org/uri/017bc17e-bc4c-11e8-ae71-0242ac120003
012bc098-bc4c-11e8-a949-0242ac120003,81,Understand that partitioning a solid figure into parts does not change its packing volume,http://frameworks.act.org/uri/012bc098-bc4c-11e8-a949-0242ac120003
02ccd3a6-bc4c-11e8-a5bd-0242ac120003,81,Rationalize denominators containing radicals and find the simplest common denominator,http://frameworks.act.org/uri/02ccd3a6-bc4c-11e8-a5bd-0242ac120003
01992570-bc4c-11e8-ae8e-0242ac120003,81,Use symbolic notation to refer to a line and the points through which line passes,http://frameworks.act.org/uri/01992570-bc4c-11e8-ae8e-0242ac120003
02cbc88a-bc4c-11e8-9b56-0242ac120003,81,"Understanding functions such as rational and radical, trigonometric, and sequences and series",http://frameworks.act.org/uri/02cbc88a-bc4c-11e8-9b56-0242ac120003
020100fa-bc4c-11e8-afa9-0242ac120003,81,Understand that the opposite of the opposite of a number is the number itself,http://frameworks.act.org/uri/020100fa-bc4c-11e8-afa9-0242ac120003
02a6c4a4-bc4c-11e8-a1da-0242ac120003,81,Set up and solve multistep word problems about time or money using the 4 operations,http://frameworks.act.org/uri/02a6c4a4-bc4c-11e8-a1da-0242ac120003
024170c2-bc4c-11e8-b79f-0242ac120003,81,Applying the connection between addition and subtraction to illustrate and solve problems within 20,http://frameworks.act.org/uri/024170c2-bc4c-11e8-b79f-0242ac120003
01411178-bc4c-11e8-8dcb-0242ac120003,81,Describe the rotations and reflections that translate a given parallelogram onto itself,http://frameworks.act.org/uri/01411178-bc4c-11e8-8dcb-0242ac120003
02be2ac2-bc4c-11e8-acdd-0242ac120003,81,Represent relationships between quantities using quadratic equations and inequalities,http://frameworks.act.org/uri/02be2ac2-bc4c-11e8-acdd-0242ac120003
0239c6b0-bc4c-11e8-a69f-0242ac120003,81,"Solve"" add to"" addition and word problems within 20 with an unknown starting quantity",http://frameworks.act.org/uri/0239c6b0-bc4c-11e8-a69f-0242ac120003
03005974-bc4c-11e8-a247-0242ac120003,81,Relate real-world examples that illustrate conditional probability and independence,http://frameworks.act.org/uri/03005974-bc4c-11e8-a247-0242ac120003
01d76196-bc4c-11e8-b4a1-0242ac120003,81,"Read and write decimal form, number names, and expanded notation for decimals to tenths",http://frameworks.act.org/uri/01d76196-bc4c-11e8-b4a1-0242ac120003
02b8e3dc-bc4c-11e8-bc82-0242ac120003,81,Understand that polynomial identities still hold true over the set of complex numbers,http://frameworks.act.org/uri/02b8e3dc-bc4c-11e8-bc82-0242ac120003
02288be8-bc4c-11e8-b9d8-0242ac120003,81,Subtract mixed numbers and improper fractions with like denominators requiring regrouping,http://frameworks.act.org/uri/02288be8-bc4c-11e8-b9d8-0242ac120003
011f22f2-bc4c-11e8-885e-0242ac120003,80,Find the equations of ellipses and hyperbolas given the foci and their definitions,http://frameworks.act.org/uri/011f22f2-bc4c-11e8-885e-0242ac120003
01baea02-bc4c-11e8-91c7-0242ac120003,80,Know and use unit conversions to convert larger units to smaller units within a system,http://frameworks.act.org/uri/01baea02-bc4c-11e8-91c7-0242ac120003
023e03d8-bc4c-11e8-826a-0242ac120003,80,"Solve ""take from"" subtraction and word problems within 20 with an unknown subtrahend",http://frameworks.act.org/uri/023e03d8-bc4c-11e8-826a-0242ac120003
0168301e-bc4c-11e8-902c-0242ac120003,80,Apply formulas and reason about shapes to solve problems about the area of circles,http://frameworks.act.org/uri/0168301e-bc4c-11e8-902c-0242ac120003
0199a52c-bc4c-11e8-bba2-0242ac120003,80,Use symbolic notation to refer to a ray and a point through which a ray passes,http://frameworks.act.org/uri/0199a52c-bc4c-11e8-bba2-0242ac120003
0124d620-bc4c-11e8-8e61-0242ac120003,80,Measuring the amount of matter of an object in pounds and ounces and kilograms and grams,http://frameworks.act.org/uri/0124d620-bc4c-11e8-8e61-0242ac120003
021639c0-bc4c-11e8-b5bd-0242ac120003,80,Interpret verbal expressions of two-digit numerals as a decade quantity and ones,http://frameworks.act.org/uri/021639c0-bc4c-11e8-b5bd-0242ac120003
01161edc-bc4c-11e8-b5f5-0242ac120003,80,"Informally compare and contrast 3-D shapes, referencing the faces of the shape",http://frameworks.act.org/uri/01161edc-bc4c-11e8-b5f5-0242ac120003
015a5836-bc4c-11e8-8d8a-0242ac120003,80,Indirectly compare area and rearrange parts of a 2-D figure to directly compare area,http://frameworks.act.org/uri/015a5836-bc4c-11e8-8d8a-0242ac120003
017d4b70-bc4c-11e8-8db6-0242ac120003,80,"(ERROR) Use trial and error, rather than anticipation, to fit a shape to a picture",http://frameworks.act.org/uri/017d4b70-bc4c-11e8-8db6-0242ac120003
020c6bac-bc4c-11e8-8184-0242ac120003,80,Recognizing and expressing the verbal names and numeric representations of whole numbers,http://frameworks.act.org/uri/020c6bac-bc4c-11e8-8184-0242ac120003
02272c30-bc4c-11e8-9bc9-0242ac120003,80,Calculate the sums and differences of fractions and mixed numbers with like denominators,http://frameworks.act.org/uri/02272c30-bc4c-11e8-9bc9-0242ac120003
0179c0d6-bc4c-11e8-9a71-0242ac120003,80,"Identify and describe relationships between central, inscribed, and circumscribed angles",http://frameworks.act.org/uri/0179c0d6-bc4c-11e8-9a71-0242ac120003
02993f78-bc4c-11e8-ad06-0242ac120003,80,(STRATEGY) Multiply or divide by modeling a single iteration of a group and then count,http://frameworks.act.org/uri/02993f78-bc4c-11e8-ad06-0242ac120003
02b82e6a-bc4c-11e8-8be4-0242ac120003,80,Understand and apply the Fundamental Theorem of Algebra to polynomials and polynomial identities,http://frameworks.act.org/uri/02b82e6a-bc4c-11e8-8be4-0242ac120003
02f9fdb8-bc4c-11e8-b177-0242ac120003,80,Understand that disjoint events are those which cannot happen at the same time,http://frameworks.act.org/uri/02f9fdb8-bc4c-11e8-b177-0242ac120003
011aa1a0-bc4c-11e8-8769-0242ac120003,80,Construct a structure with a roof and multiple internal spaces using building blocks,http://frameworks.act.org/uri/011aa1a0-bc4c-11e8-8769-0242ac120003
02d56ec6-bc4c-11e8-90fc-0242ac120003,80,Applying conceptual strategies to compute with sets of numbers in vectors and matrices,http://frameworks.act.org/uri/02d56ec6-bc4c-11e8-90fc-0242ac120003
02ccf386-bc4c-11e8-ad7a-0242ac120003,80,Evaluate and simplify expressions using properties of roots and rational exponents,http://frameworks.act.org/uri/02ccf386-bc4c-11e8-ad7a-0242ac120003
02ecd3b8-bc4c-11e8-b5b3-0242ac120003,80,"Calculate areas under the normal curve using calculators, spreadsheets, and tables",http://frameworks.act.org/uri/02ecd3b8-bc4c-11e8-b5b3-0242ac120003
02a57ab8-bc4c-11e8-a2ec-0242ac120003,79,Set up and solve multistep integer problems following the order of the operations,http://frameworks.act.org/uri/02a57ab8-bc4c-11e8-a2ec-0242ac120003
029b22b6-bc4c-11e8-aba7-0242ac120003,79,Differentiate between multiples and non-multiples of a whole number up to 100,http://frameworks.act.org/uri/029b22b6-bc4c-11e8-aba7-0242ac120003
01f0b9b6-bc4c-11e8-95f0-0242ac120003,79,Investigate and describe the equipartitioning of a circle or rectangle into 3 equal parts,http://frameworks.act.org/uri/01f0b9b6-bc4c-11e8-95f0-0242ac120003
01b864a8-bc4c-11e8-883d-0242ac120003,79,Understand that a.m. and p.m. refer to times that come before or after midday,http://frameworks.act.org/uri/01b864a8-bc4c-11e8-883d-0242ac120003
01ddbf00-bc4c-11e8-aebf-0242ac120003,79,Understand that the tenths place is one place to the right of the decimal point,http://frameworks.act.org/uri/01ddbf00-bc4c-11e8-aebf-0242ac120003
0280b552-bc4c-11e8-b9cb-0242ac120003,79,Understand that the slope is the constant for any two points on a non-vertical line,http://frameworks.act.org/uri/0280b552-bc4c-11e8-b9cb-0242ac120003
01413162-bc4c-11e8-a72b-0242ac120003,79,Describe the rotations and reflections that translate a given trapezoid onto itself,http://frameworks.act.org/uri/01413162-bc4c-11e8-a72b-0242ac120003
02395f0e-bc4c-11e8-ad04-0242ac120003,79,"Solve ""put together"" addition and word problems within 20 with one unknown addend",http://frameworks.act.org/uri/02395f0e-bc4c-11e8-ad04-0242ac120003
02b6ad1a-bc4c-11e8-afb3-0242ac120003,79,Understand that factors of polynomials have the same properties as factors of numbers,http://frameworks.act.org/uri/02b6ad1a-bc4c-11e8-afb3-0242ac120003
02fcd240-bc4c-11e8-8a98-0242ac120003,79,Explain possible discrepancies between theoretical and experimental probabilities,http://frameworks.act.org/uri/02fcd240-bc4c-11e8-8a98-0242ac120003
024a6ee8-bc4c-11e8-988f-0242ac120003,79,Solve absolute value equations and inequalities and graph them on the number line,http://frameworks.act.org/uri/024a6ee8-bc4c-11e8-988f-0242ac120003
01c83db0-bc4c-11e8-b26f-0242ac120003,79,Understand that each previous number name refers to a quantity that is one less,http://frameworks.act.org/uri/01c83db0-bc4c-11e8-b26f-0242ac120003
0182b4ac-bc4c-11e8-a06e-0242ac120003,79,(ERROR) Confuse the order of the x- and y-coordinates when labeling a point,http://frameworks.act.org/uri/0182b4ac-bc4c-11e8-a06e-0242ac120003
02c3039e-bc4c-11e8-aaf3-0242ac120003,79,Representing and solving problems about constant relationships between 2 quantities,http://frameworks.act.org/uri/02c3039e-bc4c-11e8-aaf3-0242ac120003
02cff37e-bc4c-11e8-a8ef-0242ac120003,79,"Identify angles, measured in both positive and negative radians, on the unit circle",http://frameworks.act.org/uri/02cff37e-bc4c-11e8-a8ef-0242ac120003
029fab9c-bc4c-11e8-8f9e-0242ac120003,79,Determine and distinguish between common factors and multiples of numbers up to 100,http://frameworks.act.org/uri/029fab9c-bc4c-11e8-8f9e-0242ac120003
01b443aa-bc4c-11e8-8c31-0242ac120003,79,Determine the relationship between sine and cosine values using the unit circle,http://frameworks.act.org/uri/01b443aa-bc4c-11e8-8c31-0242ac120003
0249387a-bc4c-11e8-9b84-0242ac120003,79,Solving equations and sets of equations that may contain inequalities and absolute values,http://frameworks.act.org/uri/0249387a-bc4c-11e8-9b84-0242ac120003
02b7adfa-bc4c-11e8-8cbf-0242ac120003,79,Understand that the solutions to a polynomial or its factors are zeroes of the polynomial,http://frameworks.act.org/uri/02b7adfa-bc4c-11e8-8cbf-0242ac120003
013a9cbc-bc4c-11e8-9ee0-0242ac120003,79,Calculate missing angle measures within triangles given other side and angle measures,http://frameworks.act.org/uri/013a9cbc-bc4c-11e8-9ee0-0242ac120003
0120fba4-bc4c-11e8-a521-0242ac120003,79,"Understand that turning, flipping, and rotating a solid figure does not change its capacity",http://frameworks.act.org/uri/0120fba4-bc4c-11e8-a521-0242ac120003
024c9b6e-bc4c-11e8-8d2d-0242ac120003,79,Understand that inequalities of the form x > c or x < c have infinite solutions,http://frameworks.act.org/uri/024c9b6e-bc4c-11e8-8d2d-0242ac120003
0140f1d4-bc4c-11e8-8de9-0242ac120003,79,Describe the rotations and reflections that translate a given regular polygon onto itself,http://frameworks.act.org/uri/0140f1d4-bc4c-11e8-8de9-0242ac120003
02f754b4-bc4c-11e8-a7ce-0242ac120003,78,Understand that the expected value is the mean of the probability distribution,http://frameworks.act.org/uri/02f754b4-bc4c-11e8-a7ce-0242ac120003
0232f268-bc4c-11e8-a56f-0242ac120003,78,Add a two-digit number and a multiple of 10 for a sum with a sum no greater than 100,http://frameworks.act.org/uri/0232f268-bc4c-11e8-a56f-0242ac120003
019d401a-bc4c-11e8-a611-0242ac120003,78,Use symbolic notation to refer to a pair of parallel lines and line segments,http://frameworks.act.org/uri/019d401a-bc4c-11e8-a611-0242ac120003
023843e4-bc4c-11e8-8cdf-0242ac120003,78,"Solve ""put together"" addition and word problems within 10 with two unknown addends",http://frameworks.act.org/uri/023843e4-bc4c-11e8-8cdf-0242ac120003
011437fc-bc4c-11e8-b27f-0242ac120003,78,Properties and measurements of and relationships among two- and three-dimensional shapes,http://frameworks.act.org/uri/011437fc-bc4c-11e8-b27f-0242ac120003
023e2520-bc4c-11e8-96aa-0242ac120003,78,"Solve ""take apart"" subtraction and word problems within 20 with one unknown part",http://frameworks.act.org/uri/023e2520-bc4c-11e8-96aa-0242ac120003
0238e574-bc4c-11e8-94d5-0242ac120003,78,"Solve ""put together"" addition and word problems within 20 with two unknown addends",http://frameworks.act.org/uri/0238e574-bc4c-11e8-94d5-0242ac120003
01fa65e2-bc4c-11e8-8290-0242ac120003,78,Understand that an exponent is a number used to code repeated multiplication,http://frameworks.act.org/uri/01fa65e2-bc4c-11e8-8290-0242ac120003
01ede6dc-bc4c-11e8-b283-0242ac120003,78,Investigate and describe the equipartitioning of an evenly divisible collection of items,http://frameworks.act.org/uri/01ede6dc-bc4c-11e8-b283-0242ac120003
02fe69de-bc4c-11e8-8692-0242ac120003,78,Determine P(A or B) using P(A) + P(B) - P(A and B) in appropriate situations,http://frameworks.act.org/uri/02fe69de-bc4c-11e8-8692-0242ac120003
0191ed1e-bc4c-11e8-973e-0242ac120003,78,Understand that perimeter refers to the distance around a two-dimensional figure,http://frameworks.act.org/uri/0191ed1e-bc4c-11e8-973e-0242ac120003
01600614-bc4c-11e8-a865-0242ac120003,78,Use rectangular arrays to model and solve 1-digit factor multiplication problems,http://frameworks.act.org/uri/01600614-bc4c-11e8-a865-0242ac120003
03001a90-bc4c-11e8-a73e-0242ac120003,78,Calculate the conditional probability of A given B using P(A and B)/P(B),http://frameworks.act.org/uri/03001a90-bc4c-11e8-a73e-0242ac120003
01b20a68-bc4c-11e8-abde-0242ac120003,78,Understand that similar triangles have the same angle measures and side ratios,http://frameworks.act.org/uri/01b20a68-bc4c-11e8-abde-0242ac120003
0249cf24-bc4c-11e8-9a64-0242ac120003,78,Solve compound equations and inequalities containing and/or and graph the solution set,http://frameworks.act.org/uri/0249cf24-bc4c-11e8-9a64-0242ac120003
015d2804-bc4c-11e8-bf92-0242ac120003,78,Understand that area is the flat space within the boundaries of a closed 2-D shape,http://frameworks.act.org/uri/015d2804-bc4c-11e8-bf92-0242ac120003
02f79550-bc4c-11e8-b7ba-0242ac120003,78,Determine if a decision is 'fair' based on probabilities and expected values,http://frameworks.act.org/uri/02f79550-bc4c-11e8-b7ba-0242ac120003
017deb5c-bc4c-11e8-9450-0242ac120003,78,Choose a shape to fit a picture based on angle measures and side lengths,http://frameworks.act.org/uri/017deb5c-bc4c-11e8-9450-0242ac120003
0147e962-bc4c-11e8-af6e-0242ac120003,78,Understanding properties of and relationships among shapes that are contained in a plane,http://frameworks.act.org/uri/0147e962-bc4c-11e8-af6e-0242ac120003
02167980-bc4c-11e8-b027-0242ac120003,78,Write and interpret two-digit numerals as a mark composed of a decade and ones,http://frameworks.act.org/uri/02167980-bc4c-11e8-b027-0242ac120003
02d86b26-bc4c-11e8-aaee-0242ac120003,78,Determine the components of a vector from its initial point and terminal point,http://frameworks.act.org/uri/02d86b26-bc4c-11e8-aaee-0242ac120003
01dc6c40-bc4c-11e8-945f-0242ac120003,78,"Represent decimals to tenths with visual models, fractions, and decimal notation",http://frameworks.act.org/uri/01dc6c40-bc4c-11e8-945f-0242ac120003
01fb8d8c-bc4c-11e8-8c0a-0242ac120003,78,"Simplify numerical expressions using product, quotient, and power properties",http://frameworks.act.org/uri/01fb8d8c-bc4c-11e8-8c0a-0242ac120003
01b423de-bc4c-11e8-9e62-0242ac120003,78,Determine trigonometric ratios of all multiples of 30 and 45 the unit circle,http://frameworks.act.org/uri/01b423de-bc4c-11e8-9e62-0242ac120003
0140d294-bc4c-11e8-95b4-0242ac120003,77,Describe the rotations and reflections that translate a given rectangle onto itself,http://frameworks.act.org/uri/0140d294-bc4c-11e8-95b4-0242ac120003
0241afec-bc4c-11e8-9f7e-0242ac120003,77,Understand the relationship between addition and number position on the number line,http://frameworks.act.org/uri/0241afec-bc4c-11e8-9f7e-0242ac120003
02ce5e60-bc4c-11e8-839a-0242ac120003,77,Evaluate and solve radical equations for a real-world situation given a formula,http://frameworks.act.org/uri/02ce5e60-bc4c-11e8-839a-0242ac120003
01fdf702-bc4c-11e8-9a4d-0242ac120003,77,Estimate the value of expressions containing both rational and irrational numbers,http://frameworks.act.org/uri/01fdf702-bc4c-11e8-9a4d-0242ac120003
01590364-bc4c-11e8-87aa-0242ac120003,77,"Understand that turning, flipping, and rotating a plane figure does not change its area",http://frameworks.act.org/uri/01590364-bc4c-11e8-87aa-0242ac120003
017b1df0-bc4c-11e8-9158-0242ac120003,77,"Use relationships among inscribed angles, radii, and chords to solve problems",http://frameworks.act.org/uri/017b1df0-bc4c-11e8-9158-0242ac120003
01c1921c-bc4c-11e8-9c2e-0242ac120003,77,Compare two numerals between 0 and 12 to identify which is greater/less,http://frameworks.act.org/uri/01c1921c-bc4c-11e8-9c2e-0242ac120003
0178729e-bc4c-11e8-9334-0242ac120003,77,Explain the relationships between circles and measures of parts of a circle,http://frameworks.act.org/uri/0178729e-bc4c-11e8-9334-0242ac120003
02ef11fa-bc4c-11e8-a45f-0242ac120003,77,Sampling a population and analyzing how well the sample represents the population,http://frameworks.act.org/uri/02ef11fa-bc4c-11e8-a45f-0242ac120003
0159c2ae-bc4c-11e8-9552-0242ac120003,77,(MISCONCEPTION) Side lengths of the plane figures may be aligned and compared,http://frameworks.act.org/uri/0159c2ae-bc4c-11e8-9552-0242ac120003
02b29b3a-bc4c-11e8-bae6-0242ac120003,77,Represent expressions written as roots as fractional exponents and vice versa,http://frameworks.act.org/uri/02b29b3a-bc4c-11e8-bae6-0242ac120003
023e7458-bc4c-11e8-9e2f-0242ac120003,77,"Solve"" take from"" subtraction and word problems within 20 with an unknown minuend",http://frameworks.act.org/uri/023e7458-bc4c-11e8-9e2f-0242ac120003
01e473d6-bc4c-11e8-b280-0242ac120003,77,Representing and expressing numbers in the form a/b where a and b are whole numbers,http://frameworks.act.org/uri/01e473d6-bc4c-11e8-b280-0242ac120003
01fe36d6-bc4c-11e8-9b32-0242ac120003,77,Understand that the sum of a rational number and an irrational number is irrational,http://frameworks.act.org/uri/01fe36d6-bc4c-11e8-9b32-0242ac120003
017be168-bc4c-11e8-a78a-0242ac120003,77,"Using hand tools and/or software, construct a regular hexagon inscribed in a circle",http://frameworks.act.org/uri/017be168-bc4c-11e8-a78a-0242ac120003
